sleep_hours,work_hours,screen_time,exercise_minutes,mood_score,productivity_score,burnout_risk
5.4,7.0,6.6,0,6,61.3,Medium
5.7,8.4,7.5,30,4,68.5,High
8.4,12.5,9.8,0,4,57.1,High
7.4,3.6,5.6,90,2,67.0,Low
7.8,9.2,4.7,60,10,93.9,Low
7.5,5.5,6.4,45,2,58.4,Medium
7.5,7.5,9.2,60,4,68.8,Medium
5.1,7.0,5.6,15,5,68.9,Medium
8.5,6.6,3.6,60,4,87.1,Low
8.6,7.5,2.1,15,3,87.5,Low
6.7,5.0,2.9,45,2,70.1,Low
6.9,9.8,8.2,45,4,67.2,High
4.9,3.6,5.2,0,5,52.5,Medium
7.7,8.7,4.5,15,1,61.1,High
7.8,6.8,4.2,0,1,54.2,Medium
6.9,4.9,6.2,90,6,75.5,Low
8.6,7.9,5.4,0,5,82.3,Medium
6.5,4.1,5.3,30,4,49.0,Low
7.8,7.6,9.4,45,1,52.8,High
5.6,4.4,9.8,0,7,47.9,Medium
7.0,8.5,2.0,30,4,80.0,Low
6.8,5.5,6.8,30,3,58.7,Medium
7.3,6.5,4.1,0,7,83.7,Low
6.5,8.1,5.4,45,2,61.2,Medium
6.8,5.8,6.8,0,10,79.5,Low
8.2,7.4,5.5,0,1,57.4,Medium
6.4,4.2,6.6,30,4,59.8,Medium
4.8,8.9,7.7,15,8,66.1,High
9.4,11.4,6.7,60,6,77.9,Medium
8.9,13.6,4.4,60,9,89.0,Medium
5.2,7.7,4.4,30,1,53.6,High
8.0,9.2,2.4,15,1,71.4,High
6.3,3.6,3.9,15,5,65.0,Low
7.4,10.8,10.9,0,6,62.6,High
7.4,9.2,4.0,30,8,86.7,Low
6.7,6.4,3.0,45,3,77.4,Low
5.9,10.2,6.8,15,6,65.6,High
6.0,6.9,5.7,0,3,63.6,Medium
5.7,6.5,5.5,30,8,75.5,Low
5.8,8.5,9.5,0,4,52.8,High
6.9,5.2,7.4,45,2,57.2,Medium
6.0,9.7,4.7,30,9,84.9,Medium
8.0,5.2,4.9,30,10,87.1,Low
9.1,5.2,4.7,15,8,90.7,Low
6.2,5.5,8.2,60,6,61.7,Low
7.3,9.2,5.2,0,3,68.2,High
7.7,6.1,1.5,60,2,79.4,Low
7.7,4.5,5.9,15,4,66.9,Low
7.1,6.2,2.2,60,4,84.1,Low
8.0,7.4,11.5,45,1,51.7,High
7.7,4.9,3.6,0,9,83.9,Low
5.3,5.0,5.6,45,10,77.8,Low
8.2,12.1,6.6,30,8,86.7,Medium
8.2,5.6,5.3,0,7,79.9,Low
5.9,6.8,5.3,0,6,72.6,Medium
7.1,6.7,7.1,30,3,61.3,Medium
8.0,6.6,9.8,30,4,57.6,Medium
6.7,8.9,7.9,45,2,55.7,High
8.5,9.6,9.7,45,7,80.7,Medium
10.3,6.8,3.4,30,2,78.6,Low
5.9,4.8,6.8,45,10,89.5,Low
5.1,10.3,6.4,30,1,47.4,High
7.4,7.3,6.9,0,6,73.4,Medium
8.0,11.3,9.4,60,4,65.6,High
6.7,2.6,5.4,0,8,65.9,Low
9.0,7.9,5.0,15,1,65.8,Medium
5.1,11.7,7.3,45,9,72.3,High
8.0,6.7,1.6,15,6,88.5,Low
6.2,7.0,5.4,0,2,56.0,High
9.4,8.2,5.7,0,8,98.5,Low
9.8,6.3,3.7,30,5,80.2,Low
5.9,6.8,8.6,90,5,61.5,Medium
6.2,6.8,3.3,30,5,78.0,Low
8.2,6.1,5.7,30,7,80.9,Low
6.5,10.2,6.7,15,7,68.0,High
6.9,8.5,9.4,0,10,78.4,Medium
7.0,8.1,6.0,0,7,81.5,Medium
4.3,9.3,8.3,0,10,61.8,High
7.0,6.9,7.8,15,2,58.7,High
6.0,5.8,6.3,0,8,71.1,Low
6.3,6.2,3.3,0,1,56.3,Medium
9.0,7.5,2.4,45,2,83.6,Low
5.2,5.2,6.3,60,7,69.6,Low
8.1,6.4,4.6,60,4,80.6,Low
6.6,6.4,8.3,30,10,74.9,Low
6.6,12.2,7.9,0,10,77.1,High
8.1,1.4,5.5,45,9,79.4,Low
7.5,7.1,3.1,0,9,94.9,Low
7.8,11.3,7.3,30,3,55.0,High
8.4,7.8,3.5,45,3,86.2,Low
6.5,9.2,4.1,45,9,88.4,Low
6.1,7.7,3.6,90,10,100.0,Low
5.5,6.0,5.7,45,8,67.2,Low
5.8,2.6,8.9,30,1,31.2,Medium
11.0,8.0,6.0,0,6,94.1,Low
8.7,5.8,4.9,60,7,90.0,Low
5.1,5.7,2.2,0,8,71.8,Low
5.1,6.4,7.4,60,2,55.7,High
7.7,11.3,4.0,15,1,58.4,High
7.8,12.8,6.3,0,4,60.1,High
7.8,8.0,5.1,45,1,64.7,Medium
6.6,6.5,8.1,0,2,51.9,High
6.8,4.9,5.6,45,3,65.6,Medium
7.5,8.5,5.9,0,4,73.1,High
7.1,11.4,7.2,60,6,68.7,High
3.9,7.0,11.3,30,8,55.8,High
6.7,2.3,8.2,30,9,57.7,Low
5.8,9.0,5.8,15,4,69.2,High
7.2,9.7,6.0,0,1,56.2,High
11.0,4.0,4.7,45,5,86.6,Low
7.5,7.9,3.6,0,5,80.0,Low
6.6,8.5,4.6,15,9,84.4,Low
8.3,7.3,4.1,30,6,83.8,Low
7.7,5.8,7.6,30,5,69.0,Low
7.6,9.7,3.3,0,10,99.8,Low
7.8,6.6,9.3,0,10,76.9,Medium
9.9,4.2,7.9,0,5,71.6,Low
5.4,3.0,6.1,60,8,70.1,Low
7.7,10.3,6.0,0,1,55.6,High
5.7,8.9,4.6,90,5,82.9,Medium
7.8,7.7,6.7,0,1,63.3,High
5.7,6.5,8.7,0,7,52.9,Medium
6.4,6.3,4.2,30,7,81.2,Low
6.6,5.1,2.2,0,10,91.8,Low
8.4,6.6,7.8,30,8,76.8,Low
8.3,2.8,6.8,60,7,67.2,Low
5.3,5.9,3.2,0,9,79.0,Low
7.1,6.8,4.2,45,8,94.0,Low
6.0,8.8,3.9,15,8,78.1,Medium
5.2,7.4,4.2,0,3,54.3,High
6.7,9.2,5.2,0,10,84.1,Medium
6.6,10.5,5.3,60,4,68.1,Medium
10.4,9.8,4.4,0,4,75.6,Medium
7.6,8.5,4.1,60,1,69.5,Medium
5.1,7.5,5.4,30,6,72.0,Medium
6.2,5.3,6.4,0,2,57.0,High
8.4,9.1,5.2,30,9,95.4,Low
9.9,11.2,8.9,45,1,65.1,High
4.8,8.3,7.3,45,1,46.9,High
4.4,11.7,2.0,30,10,82.8,Medium
9.6,4.1,7.3,60,6,76.3,Low
7.5,5.0,7.5,0,1,49.3,Medium
5.8,9.4,4.9,60,3,69.6,High
7.7,8.1,2.3,45,10,100.0,Low
3.5,10.4,6.0,45,2,48.5,High
7.0,7.5,6.0,45,9,86.0,Low
7.5,5.6,3.2,30,5,81.7,Low
8.3,7.0,2.4,30,6,92.3,Low
5.6,4.1,5.8,30,2,51.1,Medium
7.1,5.0,5.4,15,8,75.6,Low
5.7,9.6,5.0,30,6,77.2,Medium
7.4,9.4,5.8,0,8,75.4,Medium
5.7,8.3,3.2,15,8,87.6,Medium
6.4,3.7,4.9,0,1,49.7,Medium
5.6,6.7,7.3,0,7,61.5,Medium
7.9,4.8,5.1,15,2,57.2,Medium
8.2,10.1,1.8,60,8,94.1,Low
6.7,6.2,4.8,15,2,62.1,Medium
7.1,5.1,3.3,45,4,61.7,Low
5.0,7.6,6.7,0,2,51.8,High
6.6,6.1,6.8,15,7,67.3,Low
6.9,10.8,1.9,0,5,71.8,Medium
10.7,5.9,7.9,0,9,80.5,Low
5.4,4.4,3.2,30,5,61.3,Low
9.0,2.8,9.9,30,8,73.0,Low
8.4,7.4,5.9,0,2,63.1,Medium
7.4,6.3,2.9,30,3,74.5,Low
9.5,4.4,3.1,60,6,83.8,Low
7.5,10.1,6.9,0,7,77.6,High
7.5,9.0,5.0,0,10,92.4,Low
6.9,7.4,5.8,30,8,82.0,Low
8.7,10.5,10.0,0,3,57.8,High
8.5,9.0,4.3,90,7,97.9,Low
6.1,5.7,6.1,30,8,69.8,Low
5.2,5.2,9.5,30,10,63.4,Medium
6.7,9.3,6.7,15,6,74.6,High
5.9,8.4,2.0,30,4,82.8,Medium
6.9,7.9,7.3,0,6,71.3,Medium
8.7,5.6,3.1,60,9,100.0,Low
6.4,8.8,9.5,30,3,60.7,High
6.9,5.8,3.9,0,2,58.9,High
7.1,7.3,13.4,30,5,54.5,High
8.2,10.7,9.7,0,7,70.9,High
3.9,6.0,4.0,0,3,60.4,High
6.2,4.0,6.1,30,5,62.5,Low
7.3,5.2,7.9,30,4,61.1,Medium
8.7,9.7,8.0,30,7,77.5,Medium
6.3,8.1,7.1,0,2,55.9,High
4.4,7.2,9.1,30,7,63.6,Medium
7.9,6.4,5.7,0,2,63.8,Medium
6.1,8.6,5.1,30,3,63.7,High
5.3,5.6,5.1,30,5,68.5,Medium
6.1,8.2,8.1,30,7,77.4,Medium
6.7,5.9,6.9,60,6,71.5,Low
6.2,5.5,6.7,60,7,73.6,Low
3.9,6.1,8.0,90,6,59.5,Medium
8.3,6.7,1.0,90,1,79.8,Low
8.8,7.4,6.8,45,5,81.5,Medium
7.9,8.0,6.5,90,1,68.4,Medium
5.4,1.0,10.2,60,7,49.6,Low
6.7,5.7,2.2,45,4,73.4,Low
7.0,6.6,9.9,0,5,61.8,Medium
7.8,10.8,6.2,0,1,55.5,High
7.9,5.1,7.2,45,8,70.6,Low
6.0,7.9,10.2,30,4,55.5,High
7.1,10.8,7.4,45,3,62.1,High
7.6,4.6,7.0,15,1,43.2,Medium
9.0,8.4,6.6,15,4,69.2,Medium
8.0,5.7,4.8,45,3,69.7,Low
8.1,6.4,5.9,60,8,92.0,Low
7.1,5.7,4.2,0,9,84.8,Low
9.0,5.9,5.9,60,5,80.4,Low
7.6,13.5,1.0,45,9,90.0,Low
5.8,9.4,7.1,15,1,46.5,High
9.0,9.9,5.7,15,7,87.2,Medium
8.0,8.6,5.2,0,7,83.5,Medium
6.4,4.0,6.5,0,6,62.5,Low
6.3,8.4,2.4,30,4,82.0,Medium
7.4,9.9,10.8,0,9,68.3,Medium
7.6,5.6,5.7,0,3,62.8,Low
7.3,9.6,5.6,45,1,65.2,High
7.4,9.0,3.6,30,2,68.2,Medium
9.4,11.6,6.1,30,3,68.2,Medium
8.5,6.6,9.5,0,2,57.8,High
7.3,5.1,8.6,45,6,66.0,Low
8.3,6.7,8.1,60,7,77.5,Low
5.6,10.7,7.4,30,5,57.2,High
7.6,3.5,5.1,60,5,64.5,Low
9.5,2.9,2.4,45,7,85.4,Low
6.7,7.7,5.5,45,6,75.0,Medium
5.8,6.5,5.4,45,8,79.0,Low
6.1,7.5,8.6,0,9,81.8,Medium
5.5,9.6,6.8,0,2,52.5,High
5.9,6.3,10.0,0,2,46.7,High
6.5,3.4,9.0,0,1,37.0,High
5.0,12.0,4.9,0,7,58.1,High
7.0,5.3,1.5,60,4,79.0,Low
8.3,5.2,9.5,0,9,69.6,Low
5.7,9.9,9.4,90,6,64.4,High
9.1,6.7,2.6,30,7,93.5,Low
7.7,7.4,9.8,0,7,71.9,Medium
8.4,8.6,7.0,30,8,85.3,Low
6.1,9.9,6.4,0,4,63.3,High
8.2,6.8,10.0,90,3,67.5,Medium
5.5,10.8,9.4,45,3,51.5,High
8.2,2.8,7.6,0,10,72.5,Low
7.2,9.2,7.2,60,8,88.6,Low
7.8,5.7,7.5,45,3,60.1,Medium
5.4,10.5,5.0,0,8,69.6,High
5.7,7.8,5.9,30,2,58.6,High
7.8,6.0,3.7,30,5,80.0,Low
5.7,9.0,5.2,0,5,68.8,High
7.6,9.5,5.1,45,7,82.6,Medium
5.1,8.9,4.4,0,5,69.7,High
8.2,5.2,6.3,30,9,79.5,Low
5.3,6.4,5.2,0,3,58.4,High
7.8,7.5,7.3,90,9,94.7,Low
7.9,7.4,1.9,45,1,76.1,Medium
6.0,9.1,5.7,0,3,61.5,High
7.8,3.1,6.3,15,4,57.3,Low
7.4,8.2,5.2,0,6,78.9,Medium
6.2,6.9,5.6,45,10,96.9,Low
5.6,5.7,2.0,0,8,82.2,Low
4.3,5.9,6.9,45,7,61.6,Medium
7.5,7.0,7.6,60,8,81.9,Low
4.8,1.0,7.2,30,6,50.2,Low
7.1,6.0,8.6,0,6,61.0,Medium
6.6,5.6,6.5,15,6,73.2,Medium
8.0,8.7,7.2,30,3,71.3,High
6.6,5.7,6.4,30,10,76.1,Low
6.5,7.0,7.7,30,4,66.0,High
8.0,10.9,2.1,30,6,77.5,Medium
7.5,9.7,3.8,15,7,82.4,Medium
7.4,9.5,10.0,60,3,64.1,High
7.7,6.4,1.0,0,4,71.3,Low
4.9,8.7,5.6,30,6,77.5,High
8.1,7.0,8.9,45,1,62.0,Medium
7.9,7.1,5.8,0,7,75.4,Medium
5.6,8.4,5.0,45,1,66.1,High
6.7,6.2,6.3,45,10,77.8,Low
6.9,10.8,5.1,30,9,80.0,Medium
6.8,7.1,6.1,0,10,78.1,Low
7.5,8.9,4.3,0,9,80.9,Medium
9.0,10.7,8.8,15,9,80.3,Low
8.5,9.8,9.6,0,4,62.5,High
5.2,4.4,5.7,90,2,55.8,Medium
7.9,8.5,2.5,30,7,93.3,Low
8.9,9.4,4.7,0,4,76.6,Medium
7.5,9.5,5.5,60,5,74.0,Medium
8.5,5.1,7.3,45,1,56.0,Medium
9.8,6.1,3.5,0,10,88.2,Low
8.4,9.7,4.1,15,6,87.7,Medium
7.3,5.8,7.3,0,7,69.6,Low
8.5,6.8,8.3,90,3,72.5,Low
7.2,11.0,4.4,30,10,92.9,Low
7.0,7.4,2.7,60,2,78.8,Medium
6.5,5.9,14.0,15,10,59.5,Medium
9.2,5.6,8.0,60,7,81.0,Low
5.9,8.2,5.3,0,1,61.9,High
9.1,4.6,8.2,90,2,62.8,Low
7.7,7.0,5.7,60,3,78.9,Medium
5.0,8.2,8.2,15,4,54.7,High
7.5,10.4,6.4,45,5,65.3,Medium
4.1,9.0,6.2,45,4,59.8,High
7.9,5.9,5.7,60,10,91.1,Low
8.2,10.1,2.4,15,3,71.1,Medium
6.2,6.8,10.8,30,1,43.1,High
7.2,4.8,3.6,60,7,80.2,Low
9.7,7.1,2.6,45,10,100.0,Low
6.3,10.7,5.5,15,6,73.4,High
5.5,7.9,3.6,45,2,63.0,Medium
9.1,7.5,5.9,0,2,66.1,Medium
9.7,11.1,7.7,45,3,74.7,High
7.0,4.4,8.5,0,8,68.9,Low
8.4,4.7,8.0,0,8,70.5,Low
8.9,3.9,5.2,30,10,86.4,Low
6.0,8.3,6.1,15,10,83.9,Low
6.3,7.9,7.0,30,10,86.6,Low
8.7,10.9,1.6,30,10,100.0,Low
9.4,8.0,7.4,15,8,92.1,Low
7.8,6.6,2.4,0,7,81.7,Low
5.8,7.5,11.1,45,2,46.7,High
9.8,7.8,5.0,15,1,65.2,Medium
6.3,3.8,5.5,30,6,64.0,Low
6.5,13.5,4.1,30,8,70.8,High
7.5,8.6,4.4,60,1,67.6,Medium
9.2,8.0,11.7,45,3,69.3,High
8.2,8.9,8.4,0,1,57.3,High
7.6,9.1,2.1,45,10,100.0,Low
7.6,7.2,9.8,90,9,85.3,Low
7.1,6.1,9.0,30,7,74.2,Medium
7.8,8.8,5.3,90,8,92.4,Low
3.5,8.3,6.8,30,9,71.9,Medium
6.6,5.7,6.0,30,3,60.5,Medium
7.3,10.6,10.9,15,10,71.6,High
5.4,8.1,4.0,30,2,72.4,High
7.5,9.1,6.4,0,6,68.6,High
6.7,10.6,4.9,0,5,60.5,High
9.5,7.5,2.4,0,4,86.2,Low
9.2,8.2,11.5,0,6,66.9,Medium
6.3,9.3,3.0,15,6,69.3,Medium
6.8,5.9,6.6,30,3,61.5,Medium
6.9,7.6,1.6,0,2,72.3,Medium
6.4,7.8,5.0,90,9,98.8,Low
7.3,5.4,7.1,0,8,69.5,Low
5.9,12.6,3.9,15,4,54.3,High
5.4,4.4,7.5,0,6,50.0,Medium
7.9,4.6,5.3,0,3,52.6,Low
7.9,10.4,8.9,0,8,78.6,High
5.9,9.1,9.4,30,3,57.5,High
8.3,5.2,4.5,45,2,72.8,Low
6.1,8.8,6.2,0,7,74.9,Medium
7.4,10.7,6.5,15,3,56.2,High
8.1,7.4,7.5,0,9,81.5,Low
7.0,13.2,6.0,45,3,63.1,High
7.6,3.7,6.5,45,8,67.8,Low
6.3,9.0,5.4,0,2,60.4,High
6.7,10.1,6.3,15,9,83.0,Medium
6.7,9.5,9.2,90,1,66.1,High
6.0,7.1,7.6,15,3,60.0,High
6.8,6.9,7.8,30,2,58.7,High
4.8,8.5,7.8,15,7,65.5,High
6.3,9.3,5.6,30,5,72.8,Medium
6.6,8.8,6.8,90,8,88.8,Low
6.6,9.8,3.3,90,2,65.7,Medium
6.7,5.3,9.2,45,8,69.9,Low
6.9,7.0,1.0,15,7,78.2,Low
7.7,5.4,5.8,30,5,61.5,Low
8.2,6.7,8.9,15,2,57.5,High
6.1,9.7,2.6,90,10,100.0,Low
5.3,7.7,7.0,45,7,67.6,Medium
5.5,13.2,4.3,15,10,81.5,High
6.3,7.9,5.1,0,4,73.5,Medium
6.5,7.6,8.4,30,4,65.8,High
5.9,7.7,6.5,90,8,84.9,Low
5.2,6.1,1.0,30,6,79.0,Low
6.4,7.4,3.6,0,9,86.6,Low
7.3,10.0,8.4,0,2,54.0,High
7.8,7.8,7.1,15,5,69.0,Medium
6.2,5.8,10.4,60,6,59.4,Medium
6.4,5.5,10.2,90,8,71.4,Low
5.7,6.5,5.1,60,4,69.2,Medium
7.0,7.7,12.3,45,7,68.9,Medium
5.8,10.1,6.1,30,7,68.2,Medium
7.8,4.6,3.6,30,4,70.1,Low
4.5,6.8,4.4,30,1,51.5,High
6.5,7.8,1.0,45,3,88.1,Medium
7.4,3.5,10.0,15,2,42.7,Medium
7.3,5.7,10.0,30,3,55.6,High
10.8,6.0,3.5,0,5,90.9,Low
7.5,5.7,5.4,0,1,58.7,Medium
5.6,7.9,6.2,45,5,62.2,Medium
6.9,7.1,3.6,60,2,71.1,Medium
4.5,6.3,1.6,30,4,70.4,Medium
6.9,8.4,5.5,0,6,75.3,Medium
5.8,11.3,5.2,60,9,75.2,Medium
8.3,11.1,5.0,45,10,90.1,Low
6.2,3.3,6.6,15,6,54.1,Low
6.8,8.8,9.6,30,10,80.9,Medium
6.1,7.1,5.2,15,2,60.3,Medium
9.4,7.8,6.4,30,8,98.7,Low
6.6,6.6,7.8,60,5,68.3,Medium
9.6,7.8,7.4,0,9,91.4,Low
8.1,7.8,4.5,0,10,89.7,Low
7.7,6.2,6.2,0,9,80.6,Low
7.5,5.5,7.4,15,4,70.1,Medium
7.6,6.5,3.2,0,1,65.0,Medium
4.3,8.0,9.2,0,9,63.3,High
6.6,8.8,9.6,0,9,73.8,High
8.2,9.4,4.2,0,8,91.8,Medium
6.9,6.4,6.5,15,5,68.8,Medium
5.0,8.1,7.6,0,5,62.6,High
6.9,9.6,4.6,30,10,94.7,Low
9.4,10.1,7.2,30,6,81.2,Medium
8.7,7.4,6.4,0,1,64.0,High
6.9,7.0,2.3,30,9,91.3,Low
8.3,7.9,7.1,90,5,81.7,Low
6.5,5.0,3.2,60,7,80.6,Low
4.6,7.1,8.3,0,8,57.8,High
5.7,9.1,4.3,45,5,75.1,Medium
9.2,8.9,5.6,15,3,71.7,Medium
6.6,6.9,9.4,0,6,62.0,Medium
6.7,8.0,7.2,0,7,75.8,Medium
6.6,5.7,3.3,15,4,63.0,Medium
9.7,9.0,3.5,30,9,100.0,Low
9.3,7.3,4.5,30,4,74.4,Low
10.1,6.9,7.0,45,10,100.0,Low
6.8,6.7,6.9,0,2,57.4,High
7.4,7.4,3.9,15,9,93.8,Low
4.9,6.5,3.1,15,4,65.8,Medium
9.1,8.9,6.7,15,4,72.8,Medium
5.4,6.6,5.5,90,10,86.7,Low
7.3,11.0,11.4,45,1,43.2,High
5.5,10.7,6.1,90,2,64.9,High
6.2,5.5,10.5,30,3,53.4,High
5.8,7.7,3.1,15,7,81.5,Low
6.1,6.1,2.1,15,9,82.5,Low
6.2,6.8,3.2,30,5,74.1,Low
6.2,11.9,9.0,15,4,55.5,High
8.2,6.8,10.4,45,2,59.6,High
5.5,8.3,4.0,30,7,79.9,Medium
7.3,8.7,4.8,0,6,76.4,Medium
8.7,5.3,3.1,45,7,82.3,Low
6.3,5.6,1.5,60,8,88.5,Low
6.0,4.8,7.8,15,9,66.4,Low
6.7,5.6,6.6,30,10,79.4,Low
8.7,1.2,6.0,0,5,59.0,Low
7.3,8.7,2.5,30,5,90.6,Medium
6.3,12.0,10.1,0,4,47.3,High
7.7,7.8,4.7,0,3,72.9,Medium
5.5,4.4,7.3,30,7,61.1,Low
8.0,6.1,2.4,15,5,80.3,Low
7.6,6.5,5.5,45,7,86.9,Low
6.6,5.3,6.7,60,2,58.9,Medium
5.8,9.4,6.8,0,9,77.8,Medium
5.8,9.3,6.4,45,9,86.1,Medium
7.7,5.0,7.2,30,9,80.1,Low
8.7,9.1,3.2,0,5,84.1,Medium
6.1,10.9,6.5,30,10,83.3,Medium
7.6,11.7,6.3,30,9,79.5,Medium
4.1,13.8,6.6,30,1,35.0,High
6.2,5.5,6.2,60,2,54.7,Medium
7.0,13.7,2.8,30,10,85.6,Medium
5.7,6.7,2.7,90,5,76.4,Low
5.7,6.2,1.0,30,5,70.3,Low
6.1,8.2,8.0,0,6,62.4,High
7.4,6.2,8.1,30,8,66.1,Low
6.7,8.4,8.1,0,1,52.6,High
3.9,4.6,6.8,30,10,66.8,Low
4.0,7.0,1.0,30,9,88.3,Low
6.2,10.3,3.4,30,4,66.8,High
7.6,7.4,6.4,0,8,82.7,Low
3.5,7.8,6.3,30,5,56.4,High
6.3,8.5,5.4,0,1,59.5,High
6.3,10.1,6.9,30,9,71.3,Medium
8.9,3.9,6.0,45,8,80.7,Low
6.5,8.8,6.3,90,5,76.1,Medium
7.5,6.9,4.4,0,4,74.2,Medium
7.2,7.9,8.5,30,8,82.0,Medium
4.0,9.8,4.9,30,9,79.8,Medium
8.1,4.9,2.7,60,7,80.2,Low
7.3,5.3,4.1,30,4,75.6,Low
7.7,3.2,5.1,0,7,64.8,Low
11.0,6.3,8.5,15,6,87.9,Low
4.1,10.4,5.9,30,3,61.3,High
9.4,7.2,5.5,45,10,100.0,Low
6.6,4.6,2.9,60,3,64.6,Low
7.4,6.4,8.0,0,1,45.5,High
6.9,4.2,4.4,90,5,71.4,Low
6.4,5.0,5.7,0,8,72.7,Low
6.2,8.4,9.7,90,6,67.7,Medium
7.5,4.9,7.3,60,8,70.1,Low
4.9,9.9,1.9,30,7,83.8,Medium
8.1,7.3,1.6,45,2,78.0,Low
6.4,7.7,5.8,0,8,82.0,Low
5.4,6.9,3.0,0,4,69.2,Medium
6.4,9.2,7.6,0,5,63.5,High
8.8,9.2,6.1,0,8,89.0,Low
6.3,8.2,6.4,30,5,76.7,High
7.5,8.7,4.2,0,5,79.7,Medium
6.0,7.0,10.4,60,6,66.9,Medium
8.1,8.7,13.1,15,7,66.5,High
8.0,6.8,5.3,30,9,88.2,Low
9.6,7.5,6.9,30,7,89.3,Low
6.8,6.9,6.2,15,6,72.7,Medium
7.9,6.5,5.4,0,10,90.1,Low
7.1,6.0,3.9,15,4,71.0,Low
8.8,8.5,3.3,45,10,100.0,Low
6.0,10.4,3.2,30,2,68.2,High
8.0,10.1,7.0,0,9,79.5,Medium
6.7,4.7,4.7,45,10,86.5,Low
6.9,10.3,1.0,0,5,81.1,Medium
7.1,6.8,7.1,30,5,64.9,Medium
7.4,8.8,5.9,15,3,73.3,High
6.8,5.5,9.4,45,3,53.4,Medium
7.3,7.8,6.9,60,1,60.1,Medium
9.2,8.2,2.3,45,5,94.4,Low
8.4,4.2,1.0,15,3,69.7,Low
8.2,8.8,4.2,0,2,67.3,High
6.4,10.5,4.4,45,9,83.8,Low
5.8,7.1,8.4,30,10,77.0,Medium
8.3,10.5,6.0,0,6,80.4,High
8.2,7.1,8.8,45,3,65.9,Medium
9.1,9.4,2.7,0,7,92.4,Low
6.2,2.6,8.4,0,9,57.0,Low
6.7,12.8,7.8,60,9,77.1,Medium
4.7,10.8,1.0,30,1,59.8,High
6.5,6.9,9.3,0,2,48.0,High
8.4,3.2,6.2,45,8,79.9,Low
6.3,8.1,7.0,60,1,56.4,High
7.9,4.3,3.8,0,3,68.2,Low
6.7,8.5,9.2,30,7,60.4,Medium
7.5,8.4,3.0,45,8,94.7,Low
5.4,5.4,8.1,0,5,57.5,High
7.1,10.0,8.1,30,2,61.4,High
3.5,9.3,3.6,0,3,55.1,High
6.7,9.6,11.0,45,9,69.4,Medium
4.7,7.5,6.6,45,10,80.0,Medium
8.7,4.4,7.6,0,7,80.3,Low
8.1,9.7,2.2,45,1,77.3,Medium
7.7,6.9,11.3,45,3,49.8,High
9.1,4.4,2.9,15,9,91.7,Low
5.7,10.5,8.6,30,7,62.3,High
9.4,12.1,3.5,0,2,64.5,High
8.3,7.4,4.5,60,6,90.8,Low
6.7,12.3,8.0,30,9,69.1,High
8.6,7.7,8.6,30,4,77.0,Medium
5.5,6.7,2.8,30,10,94.5,Low
5.8,6.1,8.7,30,2,45.2,High
6.1,11.1,8.6,60,3,52.6,High
6.3,5.8,3.7,30,7,80.4,Low
5.5,9.1,10.0,60,4,61.2,High
8.7,6.3,2.4,30,7,91.1,Low
6.6,6.5,4.4,0,5,73.3,Low
7.5,9.8,7.2,60,8,90.2,Medium
6.2,6.7,3.9,30,8,84.1,Low
4.5,6.6,6.7,30,5,54.9,Medium
7.4,10.0,6.6,90,7,87.6,Medium
4.3,11.0,5.5,0,6,59.7,High
6.9,8.9,8.1,15,8,74.1,Medium
5.1,6.1,5.4,0,9,75.5,Low
9.8,6.4,6.6,30,5,84.7,Low
8.3,7.7,8.9,45,7,80.9,Medium
7.1,8.2,8.0,90,1,55.1,High
8.8,5.3,8.0,30,8,79.2,Low
5.8,9.1,3.1,45,3,71.5,High
7.8,7.7,7.3,60,1,75.1,Medium
7.3,3.7,3.8,30,6,72.5,Low
7.4,5.5,2.8,0,8,82.5,Low
8.8,6.4,5.8,30,3,74.3,Medium
8.0,7.3,3.7,90,1,75.6,Low
7.4,11.7,8.0,90,3,62.1,High
4.7,8.0,8.0,30,5,54.4,High
5.7,5.7,1.2,60,8,85.6,Low
6.8,8.0,3.9,0,9,81.1,Low
7.1,6.7,2.4,0,9,90.9,Low
5.4,8.2,4.8,90,4,75.9,Medium
10.4,8.8,7.1,0,8,93.1,Low
9.1,10.2,5.4,0,5,72.9,Medium
7.8,7.4,4.5,15,3,66.2,Medium
7.1,11.1,9.3,30,5,69.2,High
6.7,9.5,1.0,30,2,73.4,Medium
5.7,5.9,9.1,0,6,58.2,Medium
7.1,12.4,4.6,60,1,61.3,High
7.4,8.2,5.8,60,6,86.4,Medium
5.3,5.7,4.7,15,5,63.7,Medium
7.5,11.1,9.9,15,9,68.9,Medium
6.8,12.1,2.9,45,7,84.1,Medium
4.3,7.4,6.0,30,6,66.8,Medium
5.8,6.4,7.3,15,7,60.1,Medium
6.4,7.1,2.0,15,10,95.3,Low
9.6,9.1,3.7,15,5,85.7,Medium
7.8,10.3,5.6,0,1,55.6,High
5.1,8.8,3.8,30,9,88.0,Low
7.7,7.7,4.0,30,5,81.6,Low
4.8,10.8,5.1,45,4,61.2,High
8.5,6.8,7.6,45,6,78.7,Low
6.3,9.8,5.1,15,5,69.0,High
6.9,6.9,8.7,45,1,53.1,High
8.9,8.4,3.5,0,2,80.8,Medium
5.2,7.3,2.9,30,4,67.5,Medium
5.0,7.4,10.8,45,8,57.6,Medium
6.2,6.7,4.4,30,5,72.1,Medium
8.5,10.5,2.7,30,7,86.9,Low
